127	0.46487796 -0.39571846 -0.45806128 -0.52229005 -0.4043563 0.5320022 0.44726002 0.37549478 0.4352287 0.43961692 0.4602074 0.43696 0.3767115 -0.3761012 -0.4949832 0.38091075 -0.46075624 -0.45133674 -0.47611976 0.3261796 -0.5048364 0.4384633 0.5113849 0.5465612 -0.43723845 -0.39313722 -0.46627653 -0.56959015 -0.5627684 0.49999553 -0.30671954 0.39710695 -0.41188964 0.51227784 -0.40657735 0.449054 -0.3785086 -0.5092299 0.42978036 0.4832978 0.48413658 0.48920453 0.44138277 -0.31880367 -0.40920988 -0.41567063 0.36499396 -0.40812925 0.4101284 0.4468371 -0.4957774 0.43809503 -0.34781572 -0.46736276 0.4199099 -0.52440757 -0.44179392 0.37867063 0.46062416 0.4115497 -0.39729893 0.47254825 0.48933932 0.42275062
137	0.14634688 -0.12457716 -0.21568277 -0.6641511 -0.3316895 0.3469557 0.2838321 0.01592271 0.13839376 0.15404442 0.3413217 0.3757754 0.13798541 0.0075874776 -0.33196926 0.23839916 -0.49162522 -0.31951135 -0.35771236 -0.0022637248 -0.43309882 0.13228753 0.4323669 0.7365232 -0.052686747 -0.11816344 -0.45671406 -0.52316904 -0.74044377 0.49243414 -0.18815653 0.178583 -0.24433649 0.2150918 -0.11603642 0.398279 -0.33066922 -0.42328492 0.2694252 0.53941303 0.5089052 0.090439714 0.3008736 -0.13534015 -0.4480452 -0.3594982 0.30863622 -0.2697325 0.16823071 0.43553066 -0.50137794 0.3597429 -0.17545286 -0.39240748 0.27184016 -0.44083256 -0.047982767 0.07364689 0.53226554 0.09282367 -0.2042196 0.4981661 0.57423943 0.36074862
123	0.35543072 -0.22515197 -0.11488736 0.005380783 -0.08787432 0.3536489 0.1755425 0.4076329 0.30869374 0.50762343 0.048923846 0.35597554 0.23815712 -0.38171214 -0.36409202 0.08302629 -0.0390709 -0.15083323 -0.10223049 0.21322072 -0.29332793 0.51695764 0.32169643 0.3066424 -0.59687704 -0.3047101 -0.29011217 -0.4955247 -0.38596988 0.44866434 0.03467692 0.20760229 -0.26706097 0.53649503 -0.2902525 0.0836032 0.011013266 -0.44445503 0.3315738 0.29621932 -0.021000847 0.39081338 0.1708314 -0.07736581 -0.18909077 -0.08352017 0.24562341 -0.2303975 0.22464347 0.115579695 -0.34438407 0.23166287 -0.067963995 -0.361054 0.19748291 -0.018124424 -0.5501801 0.14120176 0.07943462 0.2711905 -0.35859758 0.058545057 0.058574893 0.15752822
263	0.19293879 -0.16426678 -0.14771867 0.20371522 -0.19664857 -0.38584697 0.24360728 0.24560636 0.14682141 0.1762374 0.18153419 0.024992893 0.020200375 -0.26423553 0.24517705 0.21489412 -0.032903813 -0.17834947 -0.17545372 0.2877843 -0.035415202 0.23022658 0.14735729 -0.13714688 -0.28282034 -0.22647518 -0.009924712 -0.117105715 0.046063308 0.08221027 0.43439502 0.21742994 -0.17974418 -0.055198707 -0.23877713 -0.035274975 -0.14309846 -0.1245347 0.1344842 0.029827558 -0.20301558 0.053851232 0.16548836 0.4261398 -0.11023703 -0.090236604 0.026073072 0.42602646 0.13924491 -0.105506435 0.019011455 0.14383979 0.42168972 -0.07992814 0.15925513 -0.115965396 -0.24747367 0.2928574 -0.060439467 0.3231698 -0.089825645 0.11291062 0.112736806 0.10768117
209	0.054574113 -0.29674178 -0.32000646 -0.36559203 -0.30744195 0.4720381 0.31629664 0.14956346 0.27604458 0.08166349 0.3291064 0.119169936 0.34000117 -0.1790916 -0.35611644 0.30195245 -0.3161974 -0.27074295 -0.30801004 0.26203352 -0.20305052 0.05751747 0.13951635 -0.12430901 -0.033016786 -0.20359212 -0.16643712 0.1506316 0.034925014 -0.0091134235 -0.73741454 0.27015403 -0.2370107 0.22651 -0.18233517 0.3143502 -0.30283278 -0.052477524 0.21010998 0.093531184 0.4082384 0.26320887 0.198858 -0.71121526 -0.17347652 -0.2739882 0.18436602 -0.63148546 0.2868396 0.3135227 -0.020141786 0.20747057 -0.6904237 -0.103660256 0.23950046 -0.3505944 -0.09537926 0.33829927 0.30567992 0.22733921 -0.14312555 0.2847022 0.28793693 0.16877775
72	0.14213717 -0.24423411 -0.13844416 -0.03807438 -0.09378818 0.4364894 0.070944816 0.25696635 0.21671176 0.19755568 0.08263208 0.1475694 0.30959815 -0.2260908 -0.34311303 0.14181218 -0.053522497 -0.073577285 -0.069946155 0.23889883 -0.091280594 0.21582691 -0.0072611272 -0.27701613 -0.20462327 -0.16218206 -0.14030766 0.24425718 0.25538048 0.01580102 -0.64135957 0.18661328 -0.1695022 0.32970303 -0.16069989 0.14801201 -0.082619585 -0.024955325 0.14712964 0.020148173 0.15960518 0.2902626 0.11313726 -0.6378257 -0.05920446 -0.12043746 0.20350343 -0.61724365 0.21357244 0.15697572 0.014194032 0.15774006 -0.66160667 -0.1057277 0.14199986 -0.04682618 -0.28463385 0.20758505 0.12702835 0.15170242 -0.2329983 0.08003218 -0.058355063 0.06669028
115	0.06954444 -0.12178096 -0.15710625 -0.15638876 -0.149492 0.11999431 0.10490846 0.073676415 0.095413275 -0.045548923 0.14487258 0.052352622 0.08736531 -0.032773666 -0.096857294 0.13746387 -0.103783935 -0.12725307 -0.13288265 0.10911601 -0.07500255 -0.0019329842 0.1024981 0.060069203 -0.0053904857 -0.081126206 -0.066725254 -0.021742793 -0.05033307 -0.066840574 -0.18912007 0.09743336 -0.068246216 0.040773705 -0.057582334 0.1701074 -0.11317839 -0.0447422 0.10580434 0.011203451 0.1652067 0.07537271 0.102261685 -0.18394047 -0.14654979 -0.13673759 0.064370595 -0.12683669 0.124849886 0.07887318 -0.047639832 0.09266688 -0.1573509 -0.044356264 0.10072094 -0.20462057 -0.01987644 0.115036964 0.13190532 0.110473186 -0.038078334 0.07790801 0.13763082 0.07064696
1	0.5125012 -0.4164292 -0.2917316 -0.28637296 -0.29996395 0.60746396 0.2781741 0.53637564 0.46214956 0.6166612 0.24091527 0.57332826 0.44161505 -0.46836507 -0.61575145 0.24743941 -0.2950139 -0.2942007 -0.27267796 0.3636964 -0.42904547 0.6265341 0.50812864 0.65915537 -0.6774607 -0.44023603 -0.52136403 -0.63440895 -0.57900274 0.5630116 -0.29197145 0.3597371 -0.41624284 0.72718334 -0.40739322 0.36619252 -0.2437322 -0.55345905 0.46387544 0.46666753 0.25238997 0.5899498 0.38278997 -0.35699594 -0.41657013 -0.29868728 0.49294543 -0.541991 0.4031595 0.29155055 -0.5658253 0.38456345 -0.3555029 -0.4950774 0.40675437 -0.25088757 -0.6253807 0.26914895 0.33272558 0.38483977 -0.5711769 0.274131 0.23218086 0.343667
41	0.1272131 -0.123338 0.06090597 0.30489758 0.10948718 0.2274381 -0.074425496 0.26953277 0.14927591 0.23041615 -0.14596766 0.07903449 0.16148435 -0.23237975 -0.15745609 -0.052158993 0.20834327 0.119961336 0.14357771 0.16755053 0.08474934 0.252485 -0.13120273 -0.42512754 -0.29892397 -0.12234062 -0.026424836 0.2567523 0.40336558 -0.058981135 -0.3316467 0.07603029 -0.068665355 0.2633673 -0.08344142 -0.08634557 0.15667497 0.06273207 0.07735918 -0.15384579 -0.13106479 0.21294412 -0.04176694 -0.37163427 0.13558032 0.09386405 0.06724308 -0.3527184 0.08724818 -0.033253875 0.15306833 0.031315096 -0.34998426 -0.04278989 0.008532358 0.25841457 -0.30878907 0.11519481 -0.12235184 0.05602418 -0.1866608 -0.17669924 -0.34312215 -0.077059776
33	0.2625439 -0.26164624 -0.10924192 0.10583166 -0.10685551 0.36444375 0.14061034 0.34692144 0.28383115 0.3010612 0.06622273 0.11310416 0.26088464 -0.3664138 -0.2805738 0.10595395 0.04539017 -0.08413124 -0.10388762 0.29081255 -0.077331096 0.32425547 0.017965894 -0.47973472 -0.3927344 -0.22789535 -0.10204292 0.119079515 0.2947644 0.08380625 -0.4432136 0.25422674 -0.20079558 0.3488917 -0.21986432 0.07532043 -0.023232393 -0.08090987 0.17856386 -0.0067671277 0.020529838 0.3348525 0.066758625 -0.4784338 0.025648836 -0.08253267 0.1290116 -0.4540601 0.2281601 0.103480384 0.09133178 0.16778776 -0.47407943 -0.1318629 0.16659132 0.031814836 -0.39493608 0.30232018 -0.025120482 0.18793173 -0.21335717 0.03514895 -0.12032266 0.056826465
66	0.19416718 -0.28305286 -0.1800924 -0.13296476 -0.1699913 0.43408495 0.11342971 0.33901703 0.23643321 0.3101956 0.13644853 0.28877532 0.33848757 -0.3084971 -0.37161583 0.23034975 -0.12759905 -0.10980659 -0.0911514 0.31266358 -0.1366967 0.29673925 0.06494069 -0.043720633 -0.25581038 -0.22831154 -0.22773209 0.107856326 0.11247058 0.07725206 -0.63071185 0.23771581 -0.21177086 0.40601584 -0.24469726 0.20505452 -0.20957637 -0.08058408 0.2210327 0.18101285 0.23517445 0.3305748 0.18324138 -0.6563332 -0.15741354 -0.21497157 0.3227675 -0.5926298 0.29438084 0.25200963 -0.12185771 0.24019703 -0.6127287 -0.18045987 0.22537237 -0.07898442 -0.30189288 0.28280753 0.20118646 0.20973927 -0.33976263 0.15235172 0.0035870746 0.18594733
15	0.5254428 -0.3242092 -0.16226915 -0.17097807 -0.16683042 0.5372925 0.11112537 0.5117304 0.35468057 0.6416195 0.115927055 0.6120046 0.3713097 -0.3959399 -0.54239976 0.1272688 -0.1712865 -0.16404793 -0.1363514 0.32340738 -0.3871165 0.6758379 0.4851814 0.7838999 -0.6967971 -0.37609267 -0.5002549 -0.7175766 -0.62844545 0.5802035 -0.15841174 0.26725078 -0.33275196 0.74199104 -0.36791563 0.25549892 -0.13069573 -0.568177 0.38015848 0.4993112 0.1576192 0.5131098 0.34727412 -0.24595973 -0.36317548 -0.24024591 0.48776576 -0.45734486 0.34515914 0.24517743 -0.6316116 0.31551737 -0.24031714 -0.51612735 0.32836807 -0.11433392 -0.64366335 0.14798719 0.26691848 0.30160365 -0.56300384 0.16657783 0.13976154 0.31832194
120	0.28668702 -0.14845017 0.004976522 0.09268713 -0.0056404136 0.29253453 -0.01513179 0.38829073 0.204526 0.42222795 -0.04538008 0.30287153 0.21734849 -0.27699524 -0.28088135 -0.0018283091 0.06932985 -0.025111087 0.019901784 0.14128543 -0.19808757 0.43359637 0.23510261 0.23607829 -0.50053245 -0.21490154 -0.21493883 -0.30488202 -0.19828585 0.26806852 -0.2294366 0.117844895 -0.18454638 0.43850774 -0.18193766 0.026141906 0.083890274 -0.30682218 0.2039555 0.2163481 -0.09030743 0.32293704 0.11442492 -0.26789126 -0.09079981 -0.019414324 0.26664075 -0.35143164 0.17326465 0.03156529 -0.25147417 0.16335532 -0.262979 -0.2794518 0.14028005 0.13872765 -0.4482655 0.06741491 -0.016358716 0.17318782 -0.32720348 -0.061348677 -0.15664214 0.103518605
